"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Díaz-Caro A.; Dowek G.","Díaz-Caro, Alejandro (36933923200); Dowek, Gilles (6602138388)","36933923200; 6602138388","Linear Lambda-Calculus is Linear","2022","Leibniz International Proceedings in Informatics, LIPIcs","228","","21","","","","1","10.4230/LIPIcs.FSCD.2022.21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130491021&doi=10.4230%2fLIPIcs.FSCD.2022.21&partnerID=40&md5=9406863859082702ffb144757d89fe04","Conference paper","Final","","Scopus","2-s2.0-85130491021"
"Champin C.; Mimram S.; Oleon É.","Champin, Camil (59146055200); Mimram, Samuel (23398129300); Oleon, Émile (57790031200)","59146055200; 23398129300; 57790031200","Delooping Generated Groups in Homotopy Type Theory","2024","Leibniz International Proceedings in Informatics, LIPIcs","299","","6","","","","0","10.4230/LIPIcs.FSCD.2024.6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198830083&doi=10.4230%2fLIPIcs.FSCD.2024.6&partnerID=40&md5=bc5767f739151029e2756a036dd4ed08","Conference paper","Final","","Scopus","2-s2.0-85198830083"
"Balabonski T.; Lanco A.; Melquiond G.","Balabonski, Thibaut (36456662000); Lanco, Antoine (57265233300); Melquiond, Guillaume (11839331100)","36456662000; 57265233300; 11839331100","A strong call-by-need calculus","2021","Leibniz International Proceedings in Informatics, LIPIcs","195","","9","","","","4","10.4230/LIPIcs.FSCD.2021.9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110866406&doi=10.4230%2fLIPIcs.FSCD.2021.9&partnerID=40&md5=7a7881305c5b5d7b8ef4eea053db7182","Conference paper","Final","","Scopus","2-s2.0-85110866406"
"Felicissimo T.","Felicissimo, Thiago (57687084700)","57687084700","Adequate and Computational Encodings in the Logical Framework Dedukti","2022","Leibniz International Proceedings in Informatics, LIPIcs","228","","25","","","","6","10.4230/LIPIcs.FSCD.2022.25","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133670733&doi=10.4230%2fLIPIcs.FSCD.2022.25&partnerID=40&md5=d7a4cd2e55a2ee832a07092c82a8b63d","Conference paper","Final","","Scopus","2-s2.0-85133670733"
"Behr N.; Melliès P.-A.; Zeilberger N.","Behr, Nicolas (24467267600); Melliès, Paul-André (8895114900); Zeilberger, Noam (23391436700)","24467267600; 8895114900; 23391436700","Convolution Products on Double Categories and Categorification of Rule Algebras","2023","Leibniz International Proceedings in Informatics, LIPIcs","260","","17","","","","2","10.4230/LIPIcs.FSCD.2023.17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166007182&doi=10.4230%2fLIPIcs.FSCD.2023.17&partnerID=40&md5=e1d0fe8aa1fb7e0edfd3ed59ce3f6c9f","Conference paper","Final","","Scopus","2-s2.0-85166007182"
"Breuvart F.; Kerjean M.; Mirwasser S.","Breuvart, Flavien (55861875100); Kerjean, Marie (57163715700); Mirwasser, Simon (58510049200)","55861875100; 57163715700; 58510049200","Unifying Graded Linear Logic and Differential Operators","2023","Leibniz International Proceedings in Informatics, LIPIcs","260","","21","","","","1","10.4230/LIPIcs.FSCD.2023.21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165990268&doi=10.4230%2fLIPIcs.FSCD.2023.21&partnerID=40&md5=51c28d5a81bb83a1aa99f8c70ff9c145","Conference paper","Final","","Scopus","2-s2.0-85165990268"
"Blondeau-Patissier L.; Clairambault P.; Auclair L.V.","Blondeau-Patissier, Lison (57224547678); Clairambault, Pierre (57195439776); Auclair, Lionel Vaux (23399152600)","57224547678; 57195439776; 23399152600","Strategies as Resource Terms, and Their Categorical Semantics","2023","Leibniz International Proceedings in Informatics, LIPIcs","260","","13","","","","0","10.4230/LIPIcs.FSCD.2023.13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165959474&doi=10.4230%2fLIPIcs.FSCD.2023.13&partnerID=40&md5=9b622799944236cfc0ff5370c4309e97","Conference paper","Final","","Scopus","2-s2.0-85165959474"
"Lago U.D.; Honsell F.; Lenisa M.; Pistone P.","Lago, Ugo Dal (57201616133); Honsell, Furio (6701508514); Lenisa, Marina (8403006900); Pistone, Paolo (35082547000)","57201616133; 6701508514; 8403006900; 35082547000","On Quantitative Algebraic Higher-Order Theories","2022","Leibniz International Proceedings in Informatics, LIPIcs","228","","4","","","","4","10.4230/LIPIcs.FSCD.2022.4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133664445&doi=10.4230%2fLIPIcs.FSCD.2022.4&partnerID=40&md5=f6b999868fec00e16cf290f8e8800913","Conference paper","Final","","Scopus","2-s2.0-85133664445"
"de Oliveira Oliveira M.; Vadiee F.","de Oliveira Oliveira, Mateus (35101708400); Vadiee, Farhad (57713062700)","35101708400; 57713062700","State Canonization and Early Pruning in Width-Based Automated Theorem Proving","2024","Leibniz International Proceedings in Informatics, LIPIcs","299","","33","","","","0","10.4230/LIPIcs.FSCD.2024.33","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198847068&doi=10.4230%2fLIPIcs.FSCD.2024.33&partnerID=40&md5=009398150776f48221e2353f2c037908","Conference paper","Final","","Scopus","2-s2.0-85198847068"
"Pimentel E.; Olarte C.; Nigam V.","Pimentel, Elaine (8507508900); Olarte, Carlos (8704203900); Nigam, Vivek (23390327300)","8507508900; 8704203900; 23390327300","Process-as-formula interpretation: A substructural multimodal view","2021","Leibniz International Proceedings in Informatics, LIPIcs","195","","3","","","","3","10.4230/LIPIcs.FSCD.2021.3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115228584&doi=10.4230%2fLIPIcs.FSCD.2021.3&partnerID=40&md5=c6c177f955440cf5b0add3b3c91e974f","Conference paper","Final","","Scopus","2-s2.0-85115228584"
"Goncharov S.; Milius S.; Schröder L.; Tsampas S.; Urbat H.","Goncharov, Sergey (7004887220); Milius, Stefan (55892630900); Schröder, Lutz (7006618668); Tsampas, Stelios (57219115216); Urbat, Henning (55861458700)","7004887220; 55892630900; 7006618668; 57219115216; 55861458700","Stateful Structural Operational Semantics","2022","Leibniz International Proceedings in Informatics, LIPIcs","228","","30","","","","3","10.4230/LIPIcs.FSCD.2022.30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133715588&doi=10.4230%2fLIPIcs.FSCD.2022.30&partnerID=40&md5=ac4b09bdfb558514ca780d84a4f8acbc","Conference paper","Final","","Scopus","2-s2.0-85133715588"
"Das A.; Melgaard L.","Das, Anupam (56591154300); Melgaard, Lukas (58453517600)","56591154300; 58453517600","Cyclic Proofs for Arithmetical Inductive Definitions","2023","Leibniz International Proceedings in Informatics, LIPIcs","260","","27","","","","0","10.4230/LIPIcs.FSCD.2023.27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166029258&doi=10.4230%2fLIPIcs.FSCD.2023.27&partnerID=40&md5=dbdd07d22a6b27207da2cb1dfa23b391","Conference paper","Final","","Scopus","2-s2.0-85166029258"
"Losekoot T.; Genet T.; Jensen T.","Losekoot, Théo (58509313000); Genet, Thomas (23392607600); Jensen, Thomas (7401539622)","58509313000; 23392607600; 7401539622","Automata-Based Verification of Relational Properties of Functions over Algebraic Data Structures","2023","Leibniz International Proceedings in Informatics, LIPIcs","260","","7","","","","1","10.4230/LIPIcs.FSCD.2023.7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165988363&doi=10.4230%2fLIPIcs.FSCD.2023.7&partnerID=40&md5=7597df378928f1a6339365d95724e9dc","Conference paper","Final","","Scopus","2-s2.0-85165988363"
"Herbelin H.; Koleilat J.","Herbelin, Hugo (56025868500); Koleilat, Jad (59148483100)","56025868500; 59148483100","On the Logical Structure of Some Maximality and Well-Foundedness Principles Equivalent to Choice Principles","2024","Leibniz International Proceedings in Informatics, LIPIcs","299","","26","","","","0","10.4230/LIPIcs.FSCD.2024.26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198853803&doi=10.4230%2fLIPIcs.FSCD.2024.26&partnerID=40&md5=9cd62e9168ada9d581e2dab893c35d17","Conference paper","Final","","Scopus","2-s2.0-85198853803"
"Fiore M.; Galal Z.; Paquet H.","Fiore, Marcelo (7102171769); Galal, Zeinab (57215961707); Paquet, Hugo (57203283226)","7102171769; 57215961707; 57203283226","A Combinatorial Approach to Higher-Order Structure for Polynomial Functors","2022","Leibniz International Proceedings in Informatics, LIPIcs","228","","31","","","","2","10.4230/LIPIcs.FSCD.2022.31","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133696852&doi=10.4230%2fLIPIcs.FSCD.2022.31&partnerID=40&md5=48adf54cac448ba72786b49c22359f7f","Conference paper","Final","","Scopus","2-s2.0-85133696852"
"Galmiche D.; Méry D.","Galmiche, Didier (6603682694); Méry, Daniel (56276786400)","6603682694; 56276786400","Labelled Tableaux for Linear Time Bunched Implication Logic","2023","Leibniz International Proceedings in Informatics, LIPIcs","260","","31","","","","1","10.4230/LIPIcs.FSCD.2023.31","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165977873&doi=10.4230%2fLIPIcs.FSCD.2023.31&partnerID=40&md5=10fcda93a5069acc3824b55269e9b1e0","Conference paper","Final","","Scopus","2-s2.0-85165977873"
"Kim D.; Lynch C.","Kim, Dohan (55637834600); Lynch, Christopher (57210252943)","55637834600; 57210252943","An rpo-based ordering modulo permutation equations and its applications to rewrite systems","2021","Leibniz International Proceedings in Informatics, LIPIcs","195","","19","","","","1","10.4230/LIPIcs.FSCD.2021.19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115250578&doi=10.4230%2fLIPIcs.FSCD.2021.19&partnerID=40&md5=aec2c2fb7e2ae6c4bfe24027843903ed","Conference paper","Final","","Scopus","2-s2.0-85115250578"
"Aoto T.; Nishida N.; Schöpf J.","Aoto, Takahito (14041326000); Nishida, Naoki (35604153300); Schöpf, Jonas (57202948702)","14041326000; 35604153300; 57202948702","Equational Theories and Validity for Logically Constrained Term Rewriting","2024","Leibniz International Proceedings in Informatics, LIPIcs","299","","31","","","","2","10.4230/LIPIcs.FSCD.2024.31","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198828438&doi=10.4230%2fLIPIcs.FSCD.2024.31&partnerID=40&md5=4042da08de6020d1fc5b4fe4b15d9999","Conference paper","Final","","Scopus","2-s2.0-85198828438"
"van der Weide N.","van der Weide, Niels (57193554078)","57193554078","The Formal Theory of Monads, Univalently","2023","Leibniz International Proceedings in Informatics, LIPIcs","260","","6","","","","1","10.4230/LIPIcs.FSCD.2023.6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166017008&doi=10.4230%2fLIPIcs.FSCD.2023.6&partnerID=40&md5=5ff02b50988b63a4862165e8eadbb5c7","Conference paper","Final","","Scopus","2-s2.0-85166017008"
"Torres-Ruiz M.; Piedeleu R.; Silva A.; Zanasi F.","Torres-Ruiz, Mateo (59223522000); Piedeleu, Robin (57119961900); Silva, Alexandra (59595277400); Zanasi, Fabio (6507161816)","59223522000; 57119961900; 59595277400; 6507161816","On Iteration in Discrete Probabilistic Programming","2024","Leibniz International Proceedings in Informatics, LIPIcs","299","","20","","","","1","10.4230/LIPIcs.FSCD.2024.20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198842243&doi=10.4230%2fLIPIcs.FSCD.2024.20&partnerID=40&md5=607395c33cb8fe250107d9ed5130a4c7","Conference paper","Final","","Scopus","2-s2.0-85198842243"
"Hofstra P.; Parker J.; Scott P.J.","Hofstra, Pieter (7003527011); Parker, Jason (57204943580); Scott, Philip J. (57210442955)","7003527011; 57204943580; 57210442955","Polymorphic automorphisms and the picard group","2021","Leibniz International Proceedings in Informatics, LIPIcs","195","","26","","","","4","10.4230/LIPIcs.FSCD.2021.26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112092972&doi=10.4230%2fLIPIcs.FSCD.2021.26&partnerID=40&md5=43abd7a18c80b0af793639f5ade6f01f","Conference paper","Final","","Scopus","2-s2.0-85112092972"
"Dagnino F.; Pasquali F.","Dagnino, Francesco (57190810538); Pasquali, Fabio (55965866300)","57190810538; 55965866300","Quotients and Extensionality in Relational Doctrines","2023","Leibniz International Proceedings in Informatics, LIPIcs","260","","25","","","","4","10.4230/LIPIcs.FSCD.2023.25","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165946456&doi=10.4230%2fLIPIcs.FSCD.2023.25&partnerID=40&md5=a9b11d73ec8195d8bccba4f9529ef873","Conference paper","Final","","Scopus","2-s2.0-85165946456"
"Dudenhefner A.","Dudenhefner, Andrej (56418483600)","56418483600","Certified Decision Procedures for Two-Counter Machines","2022","Leibniz International Proceedings in Informatics, LIPIcs","228","","16","","","","1","10.4230/LIPIcs.FSCD.2022.16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133663022&doi=10.4230%2fLIPIcs.FSCD.2022.16&partnerID=40&md5=e07eb29a8271125f0aaab5c260cc285a","Conference paper","Final","","Scopus","2-s2.0-85133663022"
"Gaboardi M.; van Raamsdonk F.","Gaboardi, Marco (23389374700); van Raamsdonk, Femke (6602549956)","23389374700; 6602549956","Preface","2023","Leibniz International Proceedings in Informatics, LIPIcs","260","","","IX","X","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165957504&partnerID=40&md5=6d348af632b2e9e2a04d7faea117f788","Editorial","Final","","Scopus","2-s2.0-85165957504"
"Corbyn N.; Heidemann L.; Hu N.; Sarti C.; Tataru C.; Vicary J.","Corbyn, Nathan (57910602100); Heidemann, Lukas (57219634798); Hu, Nick (57272100200); Sarti, Chiara (58317095300); Tataru, Calin (58312646200); Vicary, Jamie (25627040300)","57910602100; 57219634798; 57272100200; 58317095300; 58312646200; 25627040300","homotopy.io: A Proof Assistant for Finitely-Presented Globular n-Categories","2024","Leibniz International Proceedings in Informatics, LIPIcs","299","","30","","","","0","10.4230/LIPIcs.FSCD.2024.30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198854665&doi=10.4230%2fLIPIcs.FSCD.2024.30&partnerID=40&md5=bf2f8b4e1ca65fc3ceb5478c6eac9e21","Conference paper","Final","","Scopus","2-s2.0-85198854665"
"Rehof J.","Rehof, Jakob (6602072260)","6602072260","9th International Conference on Formal Structures for Computation and Deduction","2024","Leibniz International Proceedings in Informatics, LIPIcs","299","","","","","","0","10.4230/LIPIcs.FSCD.2024.0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198859961&doi=10.4230%2fLIPIcs.FSCD.2024.0&partnerID=40&md5=0a485a454604d141fe4f312181ad3383","Editorial","Final","","Scopus","2-s2.0-85198859961"
"Goncharov S.","Goncharov, Sergey (7004887220)","7004887220","Representing Guardedness in Call-By-Value","2023","Leibniz International Proceedings in Informatics, LIPIcs","260","","34","","","","0","10.4230/LIPIcs.FSCD.2023.34","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165976194&doi=10.4230%2fLIPIcs.FSCD.2023.34&partnerID=40&md5=ddacb89288066336770c8ee71755f6ff","Conference paper","Final","","Scopus","2-s2.0-85165976194"
"Hirokawa N.; Middeldorp A.","Hirokawa, Nao (8904489000); Middeldorp, Aart (7003771259)","8904489000; 7003771259","Hydra Battles and AC Termination","2023","Leibniz International Proceedings in Informatics, LIPIcs","260","","12","","","","0","10.4230/LIPIcs.FSCD.2023.12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165966858&doi=10.4230%2fLIPIcs.FSCD.2023.12&partnerID=40&md5=080a69c07a8b3303353c1ce38c635d5f","Conference paper","Final","","Scopus","2-s2.0-85165966858"
"Kop C.","Kop, Cynthia (25928345500)","25928345500","Cutting a Proof into Bite-Sized Chunks Incrementally proving termination in higher-order term rewriting","2022","Leibniz International Proceedings in Informatics, LIPIcs","228","","1","","","","1","10.4230/LIPIcs.FSCD.2022.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133661809&doi=10.4230%2fLIPIcs.FSCD.2022.1&partnerID=40&md5=e1fd4f20661de47db20db900b3d8f337","Conference paper","Final","","Scopus","2-s2.0-85133661809"
"Felty A.P.","Felty, Amy P. (6602488070)","6602488070","Preface","2022","Leibniz International Proceedings in Informatics, LIPIcs","228","","","","","","0","10.4230/LIPIcs.FSCD.2022.0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133651319&doi=10.4230%2fLIPIcs.FSCD.2022.0&partnerID=40&md5=e2a9f9c76552177be61075c2d791c9cd","Editorial","Final","","Scopus","2-s2.0-85133651319"
"","","","7th International Conference on Formal Structures for Computation and Deduction, FSCD 2022","2022","Leibniz International Proceedings in Informatics, LIPIcs","228","","","","","633","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133691418&partnerID=40&md5=f4670d668607f46ffb7a75c959aa048e","Conference review","Final","","Scopus","2-s2.0-85133691418"
"Ghica D.R.; Kaye G.","Ghica, Dan R. (12759298300); Kaye, George (57223095824)","12759298300; 57223095824","Rewriting Modulo Traced Comonoid Structure","2023","Leibniz International Proceedings in Informatics, LIPIcs","260","","14","","","","1","10.4230/LIPIcs.FSCD.2023.14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165965929&doi=10.4230%2fLIPIcs.FSCD.2023.14&partnerID=40&md5=52c0be2be449a86d2dbd085fc2449b7d","Conference paper","Final","","Scopus","2-s2.0-85165965929"
"Satterfield S.D.; Erbatur S.; Marshall A.M.; Ringeissen C.","Satterfield, Saraid Dwyer (58508620800); Erbatur, Serdar (55305578800); Marshall, Andrew M. (55305810700); Ringeissen, Christophe (6602994504)","58508620800; 55305578800; 55305810700; 6602994504","Knowledge Problems in Security Protocols: Going Beyond Subterm Convergent Theories","2023","Leibniz International Proceedings in Informatics, LIPIcs","260","","30","","","","1","10.4230/LIPIcs.FSCD.2023.30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166017596&doi=10.4230%2fLIPIcs.FSCD.2023.30&partnerID=40&md5=25c753c0e93ddb648699227a6e6955f8","Conference paper","Final","","Scopus","2-s2.0-85166017596"
"Yamada A.","Yamada, Akihisa (55247972300)","55247972300","Termination of Term Rewriting: Foundation, Formalization, Implementation, and Competition","2023","Leibniz International Proceedings in Informatics, LIPIcs","260","","4","","","","0","10.4230/LIPIcs.FSCD.2023.4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166020460&doi=10.4230%2fLIPIcs.FSCD.2023.4&partnerID=40&md5=71ed647930075e94cebde2b4bef4ff93","Conference paper","Final","","Scopus","2-s2.0-85166020460"
"Manzonetto G.","Manzonetto, Giulio (25522314000)","25522314000","A Lambda Calculus Satellite","2023","Leibniz International Proceedings in Informatics, LIPIcs","260","","3","","","","0","10.4230/LIPIcs.FSCD.2023.3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165953138&doi=10.4230%2fLIPIcs.FSCD.2023.3&partnerID=40&md5=087c86fe2693f224e6d8d17eb50b8634","Conference paper","Final","","Scopus","2-s2.0-85165953138"
"Fujii M.; Asai K.","Fujii, Maika (57264833100); Asai, Kenichi (7202856381)","57264833100; 7202856381","Derivation of a virtual machine for four variants of delimited-control operators","2021","Leibniz International Proceedings in Informatics, LIPIcs","195","","16","","","","1","10.4230/LIPIcs.FSCD.2021.16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115277450&doi=10.4230%2fLIPIcs.FSCD.2021.16&partnerID=40&md5=cffc94f49b018069f00fb3896b246cc2","Conference paper","Final","","Scopus","2-s2.0-85115277450"
"Heijltjes W.B.; Hughes D.J.D.; Straßburger L.","Heijltjes, Willem B. (36084256200); Hughes, Dominic J.D. (35583332600); Straßburger, Lutz (6506786267)","36084256200; 35583332600; 6506786267","Normalization Without Syntax","2022","Leibniz International Proceedings in Informatics, LIPIcs","228","","19","","","","0","10.4230/LIPIcs.FSCD.2022.19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133696430&doi=10.4230%2fLIPIcs.FSCD.2022.19&partnerID=40&md5=a1072e9a5de84f27e6b25fb3ba6975e5","Conference paper","Final","","Scopus","2-s2.0-85133696430"
"Pautasso D.; Della Rocca S.R.","Pautasso, Daniele (58510100600); Della Rocca, Simona Ronchi (6603246342)","58510100600; 6603246342","A Quantitative Version of Simple Types","2023","Leibniz International Proceedings in Informatics, LIPIcs","260","","29","","","","2","10.4230/LIPIcs.FSCD.2023.29","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165988978&doi=10.4230%2fLIPIcs.FSCD.2023.29&partnerID=40&md5=69186d49e2cf1adb8311d32e4e12f307","Conference paper","Final","","Scopus","2-s2.0-85165988978"
"Acclavio M.; Horne R.; Mauw S.; Straßburger L.","Acclavio, Matteo (57194143112); Horne, Ross (55249833700); Mauw, Sjouke (6601991482); Straßburger, Lutz (6506786267)","57194143112; 55249833700; 6601991482; 6506786267","A Graphical Proof Theory of Logical Time","2022","Leibniz International Proceedings in Informatics, LIPIcs","228","","22","","","","5","10.4230/LIPIcs.FSCD.2022.22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129984609&doi=10.4230%2fLIPIcs.FSCD.2022.22&partnerID=40&md5=447d00ff8f2d427b6668b84a99e15298","Conference paper","Final","","Scopus","2-s2.0-85129984609"
"Kavvos G.A.","Kavvos, G.A. (57193694178)","57193694178","Two-Dimensional Kripke Semantics I: Presheaves","2024","Leibniz International Proceedings in Informatics, LIPIcs","299","","14","","","","0","10.4230/LIPIcs.FSCD.2024.14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198857674&doi=10.4230%2fLIPIcs.FSCD.2024.14&partnerID=40&md5=5579f61cf09e5e4033f5a820933fec03","Conference paper","Final","","Scopus","2-s2.0-85198857674"
"Ayala-Rincón M.; Fernández M.; Silva G.F.; Sobrinho D.N.","Ayala-Rincón, Mauricio (6507737823); Fernández, Maribel (7403378720); Silva, Gabriel Ferreira (57213505267); Sobrinho, Daniele Nantes (36190332700)","6507737823; 7403378720; 57213505267; 36190332700","A Certified Algorithm for AC-Unification","2022","Leibniz International Proceedings in Informatics, LIPIcs","228","","8","","","","4","10.4230/LIPIcs.FSCD.2022.8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133679678&doi=10.4230%2fLIPIcs.FSCD.2022.8&partnerID=40&md5=2b09e412e17b29fad2cd660f932bccf0","Conference paper","Final","","Scopus","2-s2.0-85133679678"
"Cohen L.; Rahli V.","Cohen, Liron (56347969100); Rahli, Vincent (24825530300)","56347969100; 24825530300","Constructing Unprejudiced Extensional Type Theories with Choices via Modalities","2022","Leibniz International Proceedings in Informatics, LIPIcs","228","","10","","","","4","10.4230/LIPIcs.FSCD.2022.10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133719958&doi=10.4230%2fLIPIcs.FSCD.2022.10&partnerID=40&md5=16da9a829bd309b4da8c71b61b570357","Conference paper","Final","","Scopus","2-s2.0-85133719958"
"Dagnino F.; Gavazzo F.","Dagnino, Francesco (57190810538); Gavazzo, Francesco (57196118065)","57190810538; 57196118065","A Fibrational Tale of Operational Logical Relations","2022","Leibniz International Proceedings in Informatics, LIPIcs","228","","3","","","","3","10.4230/LIPIcs.FSCD.2022.3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133694018&doi=10.4230%2fLIPIcs.FSCD.2022.3&partnerID=40&md5=dd7e91d8eb04e56b516e0680c1bf9106","Conference paper","Final","","Scopus","2-s2.0-85133694018"
"Uemura T.","Uemura, Taichi (57212307021)","57212307021","Homotopy Type Theory as Internal Languages of Diagrams of ∞-Logoses","2023","Leibniz International Proceedings in Informatics, LIPIcs","260","","5","","","","0","10.4230/LIPIcs.FSCD.2023.5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166017223&doi=10.4230%2fLIPIcs.FSCD.2023.5&partnerID=40&md5=6a1087390059574b6fbfb3004076f405","Conference paper","Final","","Scopus","2-s2.0-85166017223"
"Frontull S.; Moser G.; van Oostrom V.","Frontull, Samuel (58509788000); Moser, Georg (12142801100); van Oostrom, Vincent (6603090655)","58509788000; 12142801100; 6603090655","α-Avoidance","2023","Leibniz International Proceedings in Informatics, LIPIcs","260","","22","","","","1","10.4230/LIPIcs.FSCD.2023.22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165956370&doi=10.4230%2fLIPIcs.FSCD.2023.22&partnerID=40&md5=0544ff85650936a81c0734226ab660f5","Conference paper","Final","","Scopus","2-s2.0-85165956370"
"Bessai J.; Czajka L.; Laarmann F.; Rehof J.","Bessai, Jan (56418626100); Czajka, Lukasz (23395860300); Laarmann, Felix (57789169900); Rehof, Jakob (6602072260)","56418626100; 23395860300; 57789169900; 6602072260","Restricting Tree Grammars with Term Rewriting","2022","Leibniz International Proceedings in Informatics, LIPIcs","228","","14","","","","1","10.4230/LIPIcs.FSCD.2022.14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133721596&doi=10.4230%2fLIPIcs.FSCD.2022.14&partnerID=40&md5=2a4415b927cabf6192e1e19c27d63a3b","Conference paper","Final","","Scopus","2-s2.0-85133721596"
"Tiu A.","Tiu, Alwen (8961912700)","8961912700","A Methodology for Designing Proof Search Calculi for Non-Classical Logics","2022","Leibniz International Proceedings in Informatics, LIPIcs","228","","2","","","","0","10.4230/LIPIcs.FSCD.2022.2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133723134&doi=10.4230%2fLIPIcs.FSCD.2022.2&partnerID=40&md5=5769b3aa8f693598a6c0208b43ee38bc","Conference paper","Final","","Scopus","2-s2.0-85133723134"
"Shintani K.; Hirokawa N.","Shintani, Kiraku (57190877712); Hirokawa, Nao (8904489000)","57190877712; 8904489000","Compositional Confluence Criteria","2022","Leibniz International Proceedings in Informatics, LIPIcs","228","","28","","","","5","10.4230/LIPIcs.FSCD.2022.28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133671905&doi=10.4230%2fLIPIcs.FSCD.2022.28&partnerID=40&md5=a17ec226fb720b594bac5a0dd57fe43f","Conference paper","Final","","Scopus","2-s2.0-85133671905"
"Di Guardia R.; Laurent O.","Di Guardia, Rémi (58510040400); Laurent, Olivier (35746360400)","58510040400; 35746360400","Type Isomorphisms for Multiplicative-Additive Linear Logic","2023","Leibniz International Proceedings in Informatics, LIPIcs","260","","26","","","","0","10.4230/LIPIcs.FSCD.2023.26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166025003&doi=10.4230%2fLIPIcs.FSCD.2023.26&partnerID=40&md5=a9c7c13dbbcf88cd6f55005119dbd29e","Conference paper","Final","","Scopus","2-s2.0-85166025003"
"Sterling J.; Harper R.","Sterling, Jonathan (57203279142); Harper, Robert (7401530005)","57203279142; 7401530005","Sheaf Semantics of Termination-Insensitive Noninterference","2022","Leibniz International Proceedings in Informatics, LIPIcs","228","","5","","","","5","10.4230/LIPIcs.FSCD.2022.5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133702218&doi=10.4230%2fLIPIcs.FSCD.2022.5&partnerID=40&md5=9e2e4aa5e7042d61194a01e9ea4b5d0d","Conference paper","Final","","Scopus","2-s2.0-85133702218"
"Abramsky S.; Cercelescu Ş.-I.; Constantin C.-M.","Abramsky, Samson (7004175312); Cercelescu, Şerban-Ion (59223166500); Constantin, Carmen-Maria (56767748400)","7004175312; 59223166500; 56767748400","Commutation Groups and State-Independent Contextuality","2024","Leibniz International Proceedings in Informatics, LIPIcs","299","","28","","","","0","10.4230/LIPIcs.FSCD.2024.28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198846346&doi=10.4230%2fLIPIcs.FSCD.2024.28&partnerID=40&md5=65cfc0e66987b5db0098a09100f1c42c","Conference paper","Final","","Scopus","2-s2.0-85198846346"
