"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Alechina N.; Shkatov D.","Alechina, Natasha (6603450996); Shkatov, Dmitry (14058982200)","6603450996; 14058982200","Logics with an existential modality","2006","Advances in Modal Logic 2006","6","","","31","48","17","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858638734&partnerID=40&md5=0773be9c427bb8e4ecd84edbe037aa5c","Conference paper","Final","","Scopus","2-s2.0-84858638734"
"Awodey S.; Kishida K.","Awodey, Steve (6506186089); Kishida, Kohei (53984205300)","6506186089; 53984205300","Topological completeness of first-order modal logic","2014","Advances in Modal Logic","9","","","1","17","16","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906767071&partnerID=40&md5=cd97005a7256901591f150c2634a0b53","Conference paper","Final","","Scopus","2-s2.0-84906767071"
"Rivieccio U.","Rivieccio, Umberto (26632629800)","26632629800","Bilattice public announcement logic","2014","Advances in Modal Logic","10","","","459","477","18","19","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924707242&partnerID=40&md5=71722b107382a151d7094770b969ee96","Conference paper","Final","","Scopus","2-s2.0-84924707242"
"Beklemishev L.","Beklemishev, Lev (6602096489)","6602096489","Calibrating provability logic: From modal logic to reflection calculus","2014","Advances in Modal Logic","9","","","89","94","5","21","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885295521&partnerID=40&md5=ae8cf24ca8e21bfbf0f9a0c92dcdbd92","Conference paper","Final","","Scopus","2-s2.0-84885295521"
"Uckelman S.L.","Uckelman, Sara L. (18435222600)","18435222600","Reasoning about obligations in obligationes: A formal approach","2014","Advances in Modal Logic","10","","","553","568","15","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924666677&partnerID=40&md5=4be7da63256cd26ef919a76fa222cc1f","Conference paper","Final","","Scopus","2-s2.0-84924666677"
"Governatori G.","Governatori, Guido (6602545579)","6602545579","Labelled modal tableaux","2008","Advances in Modal Logic 2006","7","","","87","110","23","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858649623&partnerID=40&md5=2af075890cb128c36fca813e82e830e6","Conference paper","Final","","Scopus","2-s2.0-84858649623"
"Silvestre R.S.","Silvestre, Ricardo Sousa (8935559500)","8935559500","Modality, paraconsistency and paracompleteness","2006","Advances in Modal Logic 2006","6","","","449","467","18","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34748866396&partnerID=40&md5=5d74dd3cc6e69f5517e7120d99973c83","Conference paper","Final","","Scopus","2-s2.0-34748866396"
"Carreiro F.; Demri S.","Carreiro, Facundo (37123555700); Demri, Stéphane (55886490100)","37123555700; 55886490100","Beyond regularity for presburger modal logics","2014","Advances in Modal Logic","9","","","161","182","21","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906726044&partnerID=40&md5=c37844c24d2085911cd5bfbc19a0f6dd","Conference paper","Final","","Scopus","2-s2.0-84906726044"
"De M.; Omori H.","De, Michael (54941780100); Omori, Hitoshi (55806776400)","54941780100; 55806776400","More on empirical negation","2014","Advances in Modal Logic","10","","","114","133","19","13","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924666675&partnerID=40&md5=e7529801598da3f5cbc759b9ed5dc39d","Conference paper","Final","","Scopus","2-s2.0-84924666675"
"Cerrito S.; Mayer M.C.","Cerrito, Serenella (6603420058); Mayer, Marta Cialdea (7402464874)","6603420058; 7402464874","Nominal substitution at work with the global and converse modalities","2010","Advances in Modal Logic 2006","8","","","59","76","17","12","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958225009&partnerID=40&md5=caa0b4421e166a4ae7c4dc393f440f30","Conference paper","Final","","Scopus","2-s2.0-79958225009"
"Humberstone L.","Humberstone, Lloyd (17135222300)","17135222300","Weaker-to-stronger translational embeddings in modal logic","2006","Advances in Modal Logic 2006","6","","","279","297","18","6","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38349187043&partnerID=40&md5=e8c3d61ca6a18a2c969c667266e142c3","Conference paper","Final","","Scopus","2-s2.0-38349187043"
"Ufferman E.; Góngora P.A.; Hernández-Quiroz F.","Ufferman, Eric (24475819700); Góngora, Pedro Arturo (36469919700); Hernández-Quiroz, Francisco (23392688800)","24475819700; 36469919700; 23392688800","A complete proof system for a dynamic epistemic logic based upon finite π-calculus processes","2010","Advances in Modal Logic 2006","8","","","470","482","12","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858660094&partnerID=40&md5=045cbffefd2be6104726363a37a473b9","Conference paper","Final","","Scopus","2-s2.0-84858660094"
"Sheremet M.; Zakharyaschev M.; Tishkovsky D.; Wolter F.","Sheremet, Mikhail (14025132600); Zakharyaschev, Michael (6602982360); Tishkovsky, Dmitry (14025028400); Wolter, Frank (7005739306)","14025132600; 6602982360; 14025028400; 7005739306","From topology to metric: Modal logic and quantification in metric spaces","2006","Advances in Modal Logic 2006","6","","","429","448","19","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649423649&partnerID=40&md5=a733a0b5392b70dfbee9eca808d7ce67","Conference paper","Final","","Scopus","2-s2.0-78649423649"
"Ghilardi S.; Lutz C.; Wolter F.; Zakharyaschev M.","Ghilardi, Silvio (6602896116); Lutz, Carsten (7103325866); Wolter, Frank (7005739306); Zakharyaschev, Michael (6602982360)","6602896116; 7103325866; 7005739306; 6602982360","Conservative extensions in modal logic","2006","Advances in Modal Logic 2006","6","","","187","207","20","20","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-53049095299&partnerID=40&md5=9d9b4cb016a7bff96c84c197af5de722","Conference paper","Final","","Scopus","2-s2.0-53049095299"
"Gasquet O.; Herzig A.; Sahade M.","Gasquet, Olivier (6603269579); Herzig, Andreas (7004448048); Sahade, Mohamad (13105765500)","6603269579; 7004448048; 13105765500","Terminating modal tableaux with simple completeness proof","2006","Advances in Modal Logic 2006","6","","","167","186","19","6","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80155133784&partnerID=40&md5=e206a4326bdabb8fda819216749f2041","Conference paper","Final","","Scopus","2-s2.0-80155133784"
"Allwein G.; Harrison W.L.","Allwein, Gerard (6506539580); Harrison, William L. (35502824200)","6506539580; 35502824200","Partially-ordered modalities","2010","Advances in Modal Logic 2006","8","","","1","21","20","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858653567&partnerID=40&md5=847f933afb44a11d12641b7fb4acfe24","Conference paper","Final","","Scopus","2-s2.0-84858653567"
"Maksimova L.","Maksimova, Larisa (7005714490)","7005714490","Interpolation and beth definability over the minimal logic","2014","Advances in Modal Logic","9","","","459","463","4","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906772354&partnerID=40&md5=eed9651ee0bc6e5436d76cfbb1ebc1af","Conference paper","Final","","Scopus","2-s2.0-84906772354"
"Demri S.; Deters M.","Demri, Stfiephane (55886490100); Deters, Morgan (6701429046)","55886490100; 6701429046","The effects of modalities in separation logics","2014","Advances in Modal Logic","10","","","134","138","4","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924707631&partnerID=40&md5=2d3af94e0929ed1c75139dc4ecc02393","Conference paper","Final","","Scopus","2-s2.0-84924707631"
"Holliday W.H.; Hoshi T.; Icard T.F., III","Holliday, Wesley H. (36704582700); Hoshi, Tomohiro (26435958500); Icard, Thomas F. (45561295100)","36704582700; 26435958500; 45561295100","A uniform logic of information dynamics","2014","Advances in Modal Logic","9","","","348","367","19","12","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885599396&partnerID=40&md5=ce1e81de54207194d312bfe30147134c","Conference paper","Final","","Scopus","2-s2.0-84885599396"
"French T.; McCabe-Dansted J.; Reynolds M.","French, Tim (13611425300); McCabe-Dansted, John (12344980900); Reynolds, Mark (24792488500)","13611425300; 12344980900; 24792488500","Synthesis for temporal logic over the reals","2014","Advances in Modal Logic","9","","","217","238","21","12","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906733940&partnerID=40&md5=b6732cef434742ae6343c00384f0c133","Conference paper","Final","","Scopus","2-s2.0-84906733940"
"De Putte F.V.; Klein D.","De Putte, Frederik Van (59159653200); Klein, Dominik (57014133900)","59159653200; 57014133900","Pointwise intersection in neighbourhood modal logic","2018","Advances in Modal Logic","12","","","591","610","19","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076463048&partnerID=40&md5=7d1aa7d4d00b30459f0666e697e453d9","Conference paper","Final","","Scopus","2-s2.0-85076463048"
"Avron A.; Zamansky A.","Avron, Arnon (55893928900); Zamansky, Anna (8731254400)","55893928900; 8731254400","A paraconsistent view on B and S5","2016","Advances in Modal Logic","11","","","21","37","16","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018729967&partnerID=40&md5=4bf7a2aa229aec7626d151fb16268391","Conference paper","Final","","Scopus","2-s2.0-85018729967"
"Elbl B.","Elbl, Birgit (6506133708)","6506133708","A cut-free sequent calculus for the logic of subset spaces","2016","Advances in Modal Logic","11","","","268","287","19","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019473402&partnerID=40&md5=ec386797c1e22f73614ddbade3d70871","Conference paper","Final","","Scopus","2-s2.0-85019473402"
"Fernández-Duque D.","Fernández-Duque, David (50861124500)","50861124500","Non-finite axiomatizability of dynamic topological logic","2014","Advances in Modal Logic","9","","","200","216","16","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906734591&partnerID=40&md5=24a2c8adc6e7dd35eeb8de23074047f6","Conference paper","Final","","Scopus","2-s2.0-84906734591"
"Hirsch R.; McLean B.","Hirsch, Robin (7201906651); McLean, Brett (57219635038)","7201906651; 57219635038","The temporal logic of two-dimensional Minkowski spacetime with slower-than-light accessibility is decidable","2018","Advances in Modal Logic","12","","","347","366","19","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068596554&partnerID=40&md5=e8594d3f2c808ac1f9f0c7be9d0a3a50","Conference paper","Final","","Scopus","2-s2.0-85068596554"
"De Weerd H.; Verbrugge R.; Verheij B.","De Weerd, Harmen (51863447800); Verbrugge, Rineke (6701472768); Verheij, Bart (6602409964)","51863447800; 6701472768; 6602409964","The effectiveness of higher-order theory of mind in negotiations","2014","CEUR Workshop Proceedings","1208","","","35","39","4","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922033013&partnerID=40&md5=11ba0b53357f6534a12da4495a10e0f4","Conference paper","Final","","Scopus","2-s2.0-84922033013"
"Goldblatt R.; Hodkinson I.","Goldblatt, Robert (7003578942); Hodkinson, Ian (36506600800)","7003578942; 36506600800","The tangled derivative logic of the real line and zero-dimensional spaces","2016","Advances in Modal Logic","11","","","342","361","19","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019454211&partnerID=40&md5=00474ecd305cd4201a397e40aba70090","Conference paper","Final","","Scopus","2-s2.0-85019454211"
"Shapirovsky I.; Shehtman V.","Shapirovsky, Ilya (8716184900); Shehtman, Valentin (16470280300)","8716184900; 16470280300","Local tabularity without transitivity","2016","Advances in Modal Logic","11","","","520","534","14","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019420781&partnerID=40&md5=253cb617a7a3c3446606e1a6aa6f8a5b","Conference paper","Final","","Scopus","2-s2.0-85019420781"
"Jørgensen K.F.; Blackburn P.; Bolander T.; Braüner T.","Jørgensen, Klaus Frovin (55954276700); Blackburn, Patrick (56273314000); Bolander, Thomas (8362407300); Braüner, Torben (6602679059)","55954276700; 56273314000; 8362407300; 6602679059","Synthetic completeness proofs for seligman-style tableau systems","2016","Advances in Modal Logic","11","","","302","321","19","6","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019425434&partnerID=40&md5=a570e87957d2f00b2480cb0148ed9090","Conference paper","Final","","Scopus","2-s2.0-85019425434"
"Ten Cate B.","Ten Cate, Balder (8964763900)","8964763900","Guarded negation","2014","Advances in Modal Logic","9","","","183","184","1","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906731811&partnerID=40&md5=dd3c23b4377a20af6009879ed43f1afe","Conference paper","Final","","Scopus","2-s2.0-84906731811"
"Van Eijck J.; Renne B.","Van Eijck, Jan (23394398500); Renne, Bryan (15056756400)","23394398500; 15056756400","Update, probability, knowledge and belief","2016","Advances in Modal Logic","11","","","551","570","19","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019485739&partnerID=40&md5=bde8eda9221173c767f2451517fa611c","Conference paper","Final","","Scopus","2-s2.0-85019485739"
"Schmidt R.A.; Stell J.G.; Rydeheard D.","Schmidt, Renate A. (36020771500); Stell, John G. (7003694435); Rydeheard, David (21835004300)","36020771500; 7003694435; 21835004300","Axiomatic and tableau-based reasoning for Kt(H,R)","2014","Advances in Modal Logic","10","","","478","497","19","6","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924721715&partnerID=40&md5=faffa25461f030424c44409f38d4c4b7","Conference paper","Final","","Scopus","2-s2.0-84924721715"
"Wang Y.; Fan J.","Wang, Yanjing (23468057900); Fan, Jie (56434947400)","23468057900; 56434947400","Conditionally knowing what","2014","Advances in Modal Logic","10","","","569","587","18","19","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924679483&partnerID=40&md5=a547587bf5b17f1488249ceb69b47c01","Conference paper","Final","","Scopus","2-s2.0-84924679483"
"Reyes E.H.; Joosten J.J.","Reyes, Eduardo Hermo (57212341350); Joosten, Joost J. (8719453500)","57212341350; 8719453500","Relational semantics for the turing schmerl calculus","2018","Advances in Modal Logic","12","","","327","346","19","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068588370&partnerID=40&md5=98455bb84478fd7bcee9756098a62788","Conference paper","Final","","Scopus","2-s2.0-85068588370"
"Hella L.; Vilander M.","Hella, Lauri (6603815639); Vilander, Miikka (57194237882)","6603815639; 57194237882","The succinctness of first-order logic over modal logic via a formula size game","2016","Advances in Modal Logic","11","","","401","419","18","9","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019470642&partnerID=40&md5=522567b58fccdb8bfab7433259b24dc5","Conference paper","Final","","Scopus","2-s2.0-85019470642"
"Kracht M.","Kracht, Marcus (35837707400)","35837707400","Logics of infinite depth","2016","Advances in Modal Logic","11","","","435","448","13","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019416450&partnerID=40&md5=836b11b0e6021b473f78cc0853e31d6c","Conference paper","Final","","Scopus","2-s2.0-85019416450"
"Skvortsov D.","Skvortsov, Dmitrij (8571235100)","8571235100","A remark on a peculiarity in the functor semantics for superintuitionistic predicate logics with (or without) equality","2014","Advances in Modal Logic","9","","","483","493","10","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906769635&partnerID=40&md5=7f7a8318f28cefa26155afea7008d706","Conference paper","Final","","Scopus","2-s2.0-84906769635"
"","","","CEUR Workshop Proceedings","2014","CEUR Workshop Proceedings","1208","","","47p","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922150558&partnerID=40&md5=d2101cae9a54cfdf236a2098b4cdaebd","Conference review","Final","","Scopus","2-s2.0-84922150558"
"Holliday W.H.","Holliday, Wesley H. (36704582700)","36704582700","Partiality and adjointness in modal logic","2014","Advances in Modal Logic","10","","","313","332","19","17","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924753920&partnerID=40&md5=39fddb608032f0d4f540097b1537ab8e","Conference paper","Final","","Scopus","2-s2.0-84924753920"
"Wang Y.; Li Y.","Wang, Yanjing (23468057900); Li, Yanjun (56342915500)","23468057900; 56342915500","Not all those who wander are lost: Dynamic epistemic reasoning in navigation","2014","Advances in Modal Logic","9","","","559","580","21","12","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906776287&partnerID=40&md5=d7b45401ef8bc6bb920d9c7b2ab06310","Conference paper","Final","","Scopus","2-s2.0-84906776287"
"Hella L.; Luosto K.; Sano K.; Virtema J.","Hella, Lauri (6603815639); Luosto, Kerkko (6507561013); Sano, Katsuhiko (26536684100); Virtema, Jonni (48862109800)","6603815639; 6507561013; 26536684100; 48862109800","The expressive power of modal dependence logic","2014","Advances in Modal Logic","10","","","294","312","18","35","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924732216&partnerID=40&md5=b4d95541c06f6a80d69e643ff0592233","Conference paper","Final","","Scopus","2-s2.0-84924732216"
"Bakhtiari Z.; Van Ditmarsch H.; Frittella S.","Bakhtiari, Zeinab (57192992094); Van Ditmarsch, Hans (57215882990); Frittella, Sabine (56188571300)","57192992094; 57215882990; 56188571300","Algebraic semantics of refinement modal logic","2016","Advances in Modal Logic","11","","","38","57","19","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019427322&partnerID=40&md5=54bba123d31c11700ec3c8fdf606efd8","Conference paper","Final","","Scopus","2-s2.0-85019427322"
"Baltag A.","Baltag, Alexandru (6506676977)","6506676977","To know is to know the value of a variable","2016","Advances in Modal Logic","11","","","135","155","20","23","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019428535&partnerID=40&md5=1bfd31ba410cdbaef872552c46729d98","Conference paper","Final","","Scopus","2-s2.0-85019428535"
"Balbiani P.; Tinchev T.","Balbiani, Philippe (14625029700); Tinchev, Tinko (6507090495)","14625029700; 6507090495","Definability and computability for PRSPDL","2014","Advances in Modal Logic","10","","","16","33","17","9","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924677916&partnerID=40&md5=0651befa76b81d2ce916c2e31665a301","Conference paper","Final","","Scopus","2-s2.0-84924677916"
"Fritz P.","Fritz, Peter (57016297500)","57016297500","Post completeness in congruential modal logics","2016","Advances in Modal Logic","11","","","288","301","13","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019462007&partnerID=40&md5=a8eaf526149ca0d574e7f06a5bf7b551","Conference paper","Final","","Scopus","2-s2.0-85019462007"
"Zaid F.A.; Gradel E.; Jaax S.","Zaid, Faried Abu (55796177200); Gradel, Erich (35752944000); Jaax, Stephan (56548881000)","55796177200; 35752944000; 56548881000","Bisimulation safe fixed point logic","2014","Advances in Modal Logic","10","","","1","15","14","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924720751&partnerID=40&md5=9d78c067e3a9b14c11382bef0ea60cc9","Conference paper","Final","","Scopus","2-s2.0-84924720751"
"Bezhanishvili N.; Ghilardi S.","Bezhanishvili, Nick (6507589688); Ghilardi, Silvio (6602896116)","6507589688; 6602896116","Multiple-conclusion rules, hypersequents syntax and step frames","2014","Advances in Modal Logic","10","","","54","73","19","9","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924744714&partnerID=40&md5=7ab9420ebdb91de12448a997845e6f7b","Conference paper","Final","","Scopus","2-s2.0-84924744714"
"Uckelman S.L.","Uckelman, Sara L. (18435222600)","18435222600","The logic of where and while in the 13th and 14th centuries","2016","Advances in Modal Logic","11","","","535","550","15","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019420899&partnerID=40&md5=cf08b2d7618758bffb8709d3c573dec5","Conference paper","Final","","Scopus","2-s2.0-85019420899"
"Marin S.; Straßburger L.","Marin, Sonia (56548338300); Straßburger, Lutz (6506786267)","56548338300; 6506786267","Label-free modular systems for classical and intuitionistic modal logics","2014","Advances in Modal Logic","10","","","387","406","19","36","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924742890&partnerID=40&md5=7cd0e28280f4b6501d32f71b97f5db7d","Conference paper","Final","","Scopus","2-s2.0-84924742890"
"Franke M.; Galeazzi P.","Franke, Michael (36463288400); Galeazzi, Paolo (56500589100)","36463288400; 56500589100","On the evolution of choice principles","2014","CEUR Workshop Proceedings","1208","","","11","15","4","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922065062&partnerID=40&md5=88c2ff6b4fa884bab459246a1ac115d6","Conference paper","Final","","Scopus","2-s2.0-84922065062"
"Baltag A.; Fiutek V.; Smets S.","Baltag, Alexandru (6506676977); Fiutek, Virginie (57194234929); Smets, Sonja (6603416658)","6506676977; 57194234929; 6603416658","Beliefs and evidence in justification models","2016","Advances in Modal Logic","11","","","156","176","20","8","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019399362&partnerID=40&md5=0d97731014bf0610737f802a9c5dec0b","Conference paper","Final","","Scopus","2-s2.0-85019399362"
"Hampson C.","Hampson, Christopher (56342115500)","56342115500","Decidable first-order modal logics with counting quantifiers","2016","Advances in Modal Logic","11","","","382","400","18","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019450701&partnerID=40&md5=06be063e0baed750112a0a55a878f5d6","Conference paper","Final","","Scopus","2-s2.0-85019450701"
"Charrier T.; Schwarzentruber F.","Charrier, Tristan (56422264300); Schwarzentruber, François (36705319600)","56422264300; 36705319600","Complexity of dynamic epistemic logic with common knowledge","2018","Advances in Modal Logic","12","","","103","122","19","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074933359&partnerID=40&md5=33c70215fcd06754ac1920bec9827b63","Conference paper","Final","","Scopus","2-s2.0-85074933359"
"Wierda S.M.; Arslan B.","Wierda, Stefan M. (36656554300); Arslan, Burcu (59121886200)","36656554300; 59121886200","Modeling theory of mind in AC transfer","2014","CEUR Workshop Proceedings","1208","","","40","44","4","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922009678&partnerID=40&md5=7d4aeb53f373a56b160df2b1039fb7db","Conference paper","Final","","Scopus","2-s2.0-84922009678"
"Balbiani P.; Galmiche D.","Balbiani, Philippe (14625029700); Galmiche, Didier (6603682694)","14625029700; 6603682694","About intuitionistic public announcement logic","2016","Advances in Modal Logic","11","","","97","116","19","11","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019498253&partnerID=40&md5=511b213c7179e1cf0ee5ebd10be405ba","Conference paper","Final","","Scopus","2-s2.0-85019498253"
"Jäger G.; Marti M.","Jäger, Gerhard (57211098622); Marti, Michel (56942206100)","57211098622; 56942206100","A canonical model construction for intuitionistic distributed knowledge","2016","Advances in Modal Logic","11","","","420","434","14","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019474463&partnerID=40&md5=c33cfc5be41ba138fe90bcffcf5c84de","Conference paper","Final","","Scopus","2-s2.0-85019474463"
"Gu T.; Wang Y.","Gu, Tao (57194233457); Wang, Yanjing (23468057900)","57194233457; 23468057900","""Knowing value"" logic as a normal modal logic","2016","Advances in Modal Logic","11","","","362","381","19","19","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019406759&partnerID=40&md5=b9d630d601d944a6ca8108fefd865694","Conference paper","Final","","Scopus","2-s2.0-85019406759"
"Sedlár I.","Sedlár, Igor (26035855600)","26035855600","Propositional dynamic logic with Belnapian truth values","2016","Advances in Modal Logic","11","","","503","519","16","15","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019485359&partnerID=40&md5=b038e0c22f3651f71060316784dc15ab","Conference paper","Final","","Scopus","2-s2.0-85019485359"
"Girard P.; Seligman J.; Liu F.","Girard, Patrick (56973386000); Seligman, Jeremy (7003486190); Liu, Fenrong (15046858900)","56973386000; 7003486190; 15046858900","General dynamic dynamic logic","2014","Advances in Modal Logic","9","","","239","260","21","32","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886446496&partnerID=40&md5=9e620da285f79f0e6914efab898cd8ff","Conference paper","Final","","Scopus","2-s2.0-84886446496"
"Fernández-Duque D.; Joosten J.J.","Fernández-Duque, David (50861124500); Joosten, Joost J. (8719453500)","50861124500; 8719453500","Kripke models of transfinite provability logic","2014","Advances in Modal Logic","9","","","185","199","14","8","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881357426&partnerID=40&md5=583d8dbb0a6558fac88e9bc95ccc21e7","Conference paper","Final","","Scopus","2-s2.0-84881357426"
"Van Eijck J.; Schwarzentruber F.","Van Eijck, Jan (23394398500); Schwarzentruber, François (36705319600)","23394398500; 36705319600","Epistemic probability logic simplified","2014","Advances in Modal Logic","10","","","158","177","19","15","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924665266&partnerID=40&md5=4d04a3e480dd07e2ae8f7828e25043fe","Conference paper","Final","","Scopus","2-s2.0-84924665266"
"Bezhanishvili G.; Holliday W.H.","Bezhanishvili, Guram (6603438604); Holliday, Wesley H. (36704582700)","6603438604; 36704582700","Locales, nuclei, and Dragalin frames","2016","Advances in Modal Logic","11","","","177","196","19","15","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019482082&partnerID=40&md5=25ba54b3cdc27330cd78897085550a3a","Conference paper","Final","","Scopus","2-s2.0-85019482082"
"Hales J.; French T.; Davies R.","Hales, James (53984444200); French, Tim (13611425300); Davies, Rowan (24757812900)","53984444200; 13611425300; 24757812900","Refinement quantified logics of knowledge and belief for multiple agents","2014","Advances in Modal Logic","9","","","317","338","21","19","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883360768&partnerID=40&md5=b01aac0774699339c169d17e0ec9f86f","Conference paper","Final","","Scopus","2-s2.0-84883360768"
"Marti M.; Metcalfe G.","Marti, Michel (56942206100); Metcalfe, George (16316754700)","56942206100; 16316754700","A hennessy-milner property for many-valued modal logics","2014","Advances in Modal Logic","10","","","407","420","13","15","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946166465&partnerID=40&md5=0eb4f9ae8f2f957c0a6c9732649cd112","Conference paper","Final","","Scopus","2-s2.0-84946166465"
"Madsen M.W.","Madsen, Mathias Winther (56992335800)","56992335800","An introduction to multi-agent statistics","2014","CEUR Workshop Proceedings","1208","","","16","20","4","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922059698&partnerID=40&md5=5c297ac6e7e9caa21608efe512167f43","Conference paper","Final","","Scopus","2-s2.0-84922059698"
"De M.; Omori H.","De, Michael (54941780100); Omori, Hitoshi (55806776400)","54941780100; 55806776400","Classical and empirical negation in subintuitionistic logic","2016","Advances in Modal Logic","11","","","217","235","18","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019414657&partnerID=40&md5=bf7f20087ff3f474ffd948b1a538fac5","Conference paper","Final","","Scopus","2-s2.0-85019414657"
"Ciabattoni A.; Genco F.A.","Ciabattoni, Agata (6701842201); Genco, Francesco A. (57006567100)","6701842201; 57006567100","Embedding formalisms: Hypersequents and two-level systems of rules","2016","Advances in Modal Logic","11","","","197","216","19","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019460367&partnerID=40&md5=5653a2c4661c7c326fdafb929b01078d","Conference paper","Final","","Scopus","2-s2.0-85019460367"
"Perea A.; Tsakas E.","Perea, Andrés (8349633900); Tsakas, Elias (25923626300)","8349633900; 25923626300","Local reasoning in dynamic games","2014","CEUR Workshop Proceedings","1208","","","31","34","3","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922064872&partnerID=40&md5=7c23467356d4bc9e6e97aeac071da0ea","Conference paper","Final","","Scopus","2-s2.0-84922064872"
"Kuznets R.; Lellmann B.","Kuznets, Roman (14030152500); Lellmann, Björn (42961844200)","14030152500; 42961844200","Interpolation for intermediate logics via hyper- And linear nested sequents","2018","Advances in Modal Logic","12","","","473","492","19","13","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062358243&partnerID=40&md5=acd37fcc2c8f47da08df4875205455f0","Conference paper","Final","","Scopus","2-s2.0-85062358243"
"Marin S.; Miller D.; Volpe M.","Marin, Sonia (56548338300); Miller, Dale (56171335200); Volpe, Marco (35850908700)","56548338300; 56171335200; 35850908700","A focused framework for emulating modal proof systems","2016","Advances in Modal Logic","11","","","469","488","19","12","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019481628&partnerID=40&md5=2dffe8944712192287b7b8d6edff0e6f","Conference paper","Final","","Scopus","2-s2.0-85019481628"
